user_id,trip_id,start_lat,start_lon,end_lat,end_lon,distance_km,speed_kmh,traffic,weather,vehicle_type,timestamp,day_of_week,is_weekend
U151,T9051,25.2022,66.8686,24.8367,66.6231,11.07,17.092911507500123,High,Clear,Car,2025-01-24 22:30:00,4,0
U152,T9052,24.0806,66.8842,24.0614,66.4039,8.69,30.644905842870813,Medium,Rain,Car,2025-01-27 19:14:00,0,0
U153,T9053,25.1819,66.9311,25.0383,66.8021,28.95,17.3502500715082,High,Clear,Car,2025-01-05 19:05:00,6,1
U154,T9054,24.5742,67.6479,24.2707,67.3732,17.57,47.7864421475675,Low,Clear,Car,2025-01-22 11:07:00,2,0
U155,T9055,24.5651,67.8063,24.896,67.3237,12.34,26.23411082922201,High,Rain,Bus,2025-01-10 10:28:00,4,0
U156,T9056,24.9364,66.7974,24.8474,67.1424,9.12,35.70490913773005,Medium,Clear,Bus,2025-01-10 22:01:00,4,0
U157,T9057,25.04,66.7359,25.1225,67.1926,27.71,62.749283026215544,Low,Clear,Car,2025-01-10 06:23:00,4,0
U158,T9058,24.4825,67.7183,24.0078,67.9182,6.0,37.55921578085099,Low,Fog,Bike,2025-01-22 22:09:00,2,0
U159,T9059,24.9176,66.7485,25.2556,66.4353,10.54,29.251351381448913,High,Clear,Bike,2025-01-29 03:27:00,2,0
U160,T9060,25.1234,67.0178,25.1501,66.7074,23.89,26.87042906308796,High,Clear,Bus,2025-01-24 16:59:00,4,0
U161,T9061,25.4905,66.9398,25.1139,66.7147,19.81,51.30804488777609,Low,Clear,Car,2025-01-02 13:22:00,3,0
U162,T9062,24.2044,66.6256,24.0389,66.5118,26.71,57.32832486382731,Low,Clear,Bus,2025-01-17 23:28:00,4,0
U163,T9063,25.3005,67.2094,25.7891,67.391,24.26,44.61053574434939,Low,Clear,Car,2025-01-23 01:21:00,3,0
U164,T9064,25.0618,67.8684,24.6336,68.0902,13.69,20.761401506938707,High,Clear,Car,2025-01-02 00:03:00,3,0
U165,T9065,24.4225,67.512,24.81,67.4016,12.78,20.444130053421276,High,Clear,Bike,2025-01-23 06:00:00,3,0
U166,T9066,24.7471,66.8309,25.1749,66.9552,2.78,46.599552338188005,Low,Fog,Car,2025-01-19 22:52:00,6,1
U167,T9067,24.1398,67.4625,23.9014,67.5702,27.21,38.66980606882509,Low,Clear,Bus,2025-01-26 00:36:00,6,1
U168,T9068,24.7764,67.4721,25.0221,67.908,5.95,34.6915754470716,High,Clear,Bus,2025-01-02 05:35:00,3,0
U169,T9069,25.3346,67.3579,25.7822,67.5363,12.08,57.90087823601002,Low,Clear,Bike,2025-01-17 20:36:00,4,0
U170,T9070,24.9365,67.5513,24.9111,67.1001,5.1,35.47216204153644,Low,Clear,Bus,2025-01-24 01:02:00,4,0
U171,T9071,24.1708,66.9432,24.53,66.666,1.27,35.23912134386248,High,Clear,Bus,2025-01-09 15:05:00,3,0
U172,T9072,24.695,67.5494,24.4722,67.9143,1.29,56.72431210248584,Low,Clear,Bike,2025-01-19 22:37:00,6,1
U173,T9073,25.4605,66.932,25.2833,66.7645,19.64,63.29682597363275,Low,Clear,Car,2025-01-17 07:56:00,4,0
U174,T9074,24.4302,67.8,24.5906,67.5559,25.64,33.41877363594746,Low,Clear,Bike,2025-01-01 02:36:00,2,0
U175,T9075,24.9944,67.804,25.2947,67.9523,3.35,25.165924479087526,Medium,Rain,Car,2025-01-06 15:47:00,0,0
U176,T9076,24.8677,66.8177,25.2079,66.6687,5.6,16.684091376118765,High,Fog,Bus,2025-01-21 13:25:00,1,0
U177,T9077,24.2293,66.7927,23.8096,66.6961,22.83,27.43791447823148,High,Clear,Bike,2025-01-04 19:05:00,5,1
U178,T9078,24.8093,66.5695,24.3594,66.0813,13.43,27.886957509934593,High,Clear,Car,2025-01-26 09:18:00,6,1
U179,T9079,24.8966,67.4727,25.3934,67.6278,3.97,46.60001085922503,Medium,Clear,Bike,2025-01-06 08:42:00,0,0
U180,T9080,24.6537,66.631,25.0485,66.7989,19.25,16.38053062776285,High,Clear,Bike,2025-01-04 17:18:00,5,1
U181,T9081,25.2018,67.0782,25.1604,66.5954,13.41,61.14424795271488,Low,Clear,Bike,2025-01-26 14:57:00,6,1
U182,T9082,24.7323,67.233,24.7403,67.3072,13.24,23.675715804621543,High,Rain,Bus,2025-01-03 01:40:00,4,0
U183,T9083,24.3699,67.9624,24.7142,68.3993,2.31,43.827963084398014,Medium,Clear,Bus,2025-01-18 13:44:00,5,1
U184,T9084,25.1399,67.729,24.8936,67.5045,21.33,47.51836079186359,Medium,Clear,Bike,2025-01-06 21:47:00,0,0
U185,T9085,24.9467,66.9681,24.7081,66.691,15.35,27.18633764576601,High,Clear,Bike,2025-01-23 03:10:00,3,0
U186,T9086,25.2553,66.7253,25.5728,66.3387,2.2,32.426071155375624,Low,Rain,Bike,2025-01-01 21:02:00,2,0
U187,T9087,24.7627,66.5358,24.7944,66.1542,15.99,41.665693289181604,Low,Rain,Bus,2025-01-28 06:09:00,1,0
U188,T9088,24.4092,67.6926,24.1572,68.0333,26.94,28.982902471260033,Low,Fog,Bike,2025-01-06 07:39:00,0,0
U189,T9089,25.1678,67.45,25.2623,67.9216,17.76,27.245020090545488,Low,Fog,Car,2025-01-20 22:05:00,0,0
U190,T9090,25.2007,67.481,25.0454,67.8055,23.16,29.27658207232822,Medium,Fog,Car,2025-01-20 21:44:00,0,0
U191,T9091,24.5492,67.7655,24.9923,68.2563,28.69,52.066027510715315,Low,Clear,Car,2025-01-28 22:48:00,1,0
U192,T9092,25.2857,67.5351,24.881,67.8039,19.85,44.22631298313715,Low,Clear,Bus,2025-01-18 04:25:00,5,1
U193,T9093,25.1593,67.2337,25.563,67.2989,9.73,49.533330780433666,Medium,Clear,Car,2025-01-14 19:02:00,1,0
U194,T9094,25.2054,67.6247,25.5457,67.6526,2.25,20.767945838898285,High,Clear,Car,2025-01-18 08:21:00,5,1
U195,T9095,25.2029,66.8662,24.7996,66.6246,18.19,35.863393964214,Medium,Rain,Car,2025-01-29 05:11:00,2,0
U196,T9096,25.1789,66.6751,24.9181,66.5463,8.35,28.67715155982873,Medium,Clear,Car,2025-01-24 20:03:00,4,0
U197,T9097,24.6403,67.1378,24.3996,67.0307,27.07,36.212254405366146,Low,Clear,Bike,2025-01-04 15:42:00,5,1
U198,T9098,25.4191,66.6055,25.2249,66.5882,19.42,26.743905901485654,High,Rain,Bike,2025-01-20 00:19:00,0,0
U199,T9099,24.0963,67.091,23.6862,66.8749,10.78,20.570159977924728,High,Fog,Car,2025-01-24 09:51:00,4,0
U200,T9100,25.2519,66.6514,25.0114,66.9465,5.58,43.49453197226255,Medium,Clear,Bike,2025-01-08 20:12:00,2,0
U201,T9101,24.9252,66.663,24.4765,66.5533,3.36,31.82141659497136,Low,Clear,Bus,2025-01-27 20:13:00,0,0
U202,T9102,25.0521,67.3893,24.687,67.5645,25.35,43.11866439274009,Low,Clear,Car,2025-01-21 00:20:00,1,0
U203,T9103,24.2257,67.7101,23.9456,67.2338,1.95,25.572054832200404,Medium,Clear,Bike,2025-01-14 03:27:00,1,0
U204,T9104,24.9296,67.0752,25.1753,67.0269,17.86,41.976527802448295,Low,Fog,Bus,2025-01-21 13:45:00,1,0
U205,T9105,24.0099,67.7943,23.9385,67.6503,3.68,35.79539971235768,Medium,Clear,Car,2025-01-01 19:48:00,2,0
U206,T9106,25.479,66.5201,25.4611,66.0296,8.38,47.11472827342758,Low,Clear,Bus,2025-01-21 07:20:00,1,0
U207,T9107,24.5387,67.0362,24.983,66.7427,10.75,30.417163990181876,High,Clear,Bus,2025-01-19 09:07:00,6,1
U208,T9108,25.2198,67.0354,25.3223,67.1196,20.28,18.49728641940406,High,Clear,Bike,2025-01-23 17:38:00,3,0
U209,T9109,24.3513,67.1496,23.8561,66.9826,2.66,16.218179564001506,Medium,Fog,Bike,2025-01-07 05:48:00,1,0
U210,T9110,24.0309,66.5401,23.7226,66.1583,18.69,54.68580960846829,Low,Clear,Bus,2025-01-05 07:05:00,6,1
U211,T9111,24.8499,66.8351,24.7757,67.3179,25.33,34.0296313555006,Medium,Rain,Car,2025-01-01 03:32:00,2,0
U212,T9112,24.7361,66.6391,24.9651,67.1301,25.98,32.71990251698212,High,Clear,Bus,2025-01-12 10:58:00,6,1
U213,T9113,25.0573,67.5599,24.5911,67.1521,5.38,33.93181672765253,Medium,Rain,Bus,2025-01-09 12:10:00,3,0
U214,T9114,25.2998,66.7186,25.4158,66.6694,14.26,18.356727094040004,High,Fog,Bus,2025-01-21 18:27:00,1,0
U215,T9115,24.9397,67.1613,25.1229,67.6538,3.33,58.13913207797823,Low,Clear,Bus,2025-01-05 16:07:00,6,1
U216,T9116,24.7366,67.2764,24.8227,67.0107,3.16,10.962839998849338,High,Fog,Bus,2025-01-28 10:51:00,1,0
U217,T9117,24.9121,66.8911,25.2607,66.4128,19.18,49.21697075377499,Low,Clear,Bike,2025-01-28 03:44:00,1,0
U218,T9118,25.1959,66.6356,25.1713,67.0065,3.46,51.75550924544502,Low,Rain,Bus,2025-01-03 22:33:00,4,0
U219,T9119,24.9194,67.7045,25.3396,67.9153,16.71,23.805440400748388,Medium,Fog,Bus,2025-01-21 09:48:00,1,0
U220,T9120,25.1327,66.79,25.0216,66.624,3.36,44.081128151561856,Low,Clear,Bike,2025-01-30 15:05:00,3,0
U221,T9121,25.0994,67.9372,25.3786,68.3286,16.48,63.029498099570205,Low,Clear,Bus,2025-01-17 13:38:00,4,0
U222,T9122,24.5651,67.1247,24.4004,66.9757,28.65,25.912246226281884,Medium,Clear,Car,2025-01-23 09:24:00,3,0
U223,T9123,25.1849,67.6006,25.6773,67.5772,14.66,19.33496348237347,High,Clear,Bus,2025-01-26 13:00:00,6,1
U224,T9124,24.4776,66.9368,24.0612,67.2908,25.53,45.274142421476284,Low,Clear,Car,2025-01-10 20:13:00,4,0
U225,T9125,25.1696,66.855,24.8811,66.597,23.75,66.92652708247647,Low,Clear,Bus,2025-01-09 21:01:00,3,0
U226,T9126,24.7887,67.9651,24.9638,67.6028,25.13,42.892450903043915,Low,Clear,Bus,2025-01-15 12:53:00,2,0
U227,T9127,25.1143,67.6644,25.003,67.9115,8.26,48.91129638780101,Medium,Clear,Bus,2025-01-08 19:01:00,2,0
U228,T9128,24.8037,67.7206,24.5357,67.902,3.78,41.105602811819715,Medium,Clear,Car,2025-01-06 21:14:00,0,0
U229,T9129,24.9071,67.2405,24.5557,67.0094,2.2,20.073602336756984,High,Clear,Bus,2025-01-04 10:47:00,5,1
U230,T9130,25.0996,67.2384,25.2367,67.5777,4.15,39.019517992868586,Medium,Rain,Bike,2025-01-30 13:31:00,3,0
U231,T9131,24.7808,67.5859,24.5221,67.707,24.91,43.23693043369078,Medium,Clear,Car,2025-01-12 21:34:00,6,1
U232,T9132,25.2403,67.8951,24.9609,67.8847,8.83,32.55800310624357,Low,Fog,Car,2025-01-20 13:54:00,0,0
U233,T9133,24.2157,67.8895,23.9748,68.1105,9.69,21.03946010223075,High,Clear,Bike,2025-01-07 10:56:00,1,0
U234,T9134,24.1632,67.5867,23.9704,67.697,11.39,28.70627163529085,High,Clear,Bike,2025-01-28 20:56:00,1,0
U235,T9135,25.4262,67.9608,25.7343,68.1882,3.3,37.297939251985696,Medium,Clear,Bus,2025-01-22 21:12:00,2,0
U236,T9136,25.296,67.5987,24.9875,67.872,27.19,70.22642564675368,Low,Clear,Car,2025-01-16 11:10:00,3,0
U237,T9137,24.6563,66.8764,24.3292,66.8653,22.72,36.93882139707573,Medium,Clear,Car,2025-01-14 09:00:00,1,0
U238,T9138,24.7964,67.6239,25.1036,67.4325,14.34,13.038473651250325,High,Rain,Bus,2025-01-11 13:48:00,5,1
U239,T9139,24.6735,67.5865,24.627,67.5513,11.78,60.17789535529636,Low,Clear,Car,2025-01-06 16:37:00,0,0
U240,T9140,24.582,67.5832,24.2841,67.4026,9.99,38.223830247507784,Low,Clear,Bike,2025-01-08 20:53:00,2,0
U241,T9141,24.7654,67.8031,24.9848,68.1629,29.09,45.36110766186667,Medium,Clear,Car,2025-01-10 09:30:00,4,0
U242,T9142,24.4676,67.5135,24.2107,67.7992,17.52,25.10350252445286,High,Clear,Car,2025-01-16 04:43:00,3,0
U243,T9143,24.7847,67.524,25.1649,67.5745,10.12,40.328365947055225,Low,Fog,Bike,2025-01-14 20:53:00,1,0
U244,T9144,25.2653,67.3864,24.9995,67.1242,26.11,43.668937743155844,Low,Clear,Car,2025-01-23 22:20:00,3,0
U245,T9145,24.795,67.4605,25.1436,67.5265,26.67,34.28997083964028,Low,Rain,Bike,2025-01-28 02:27:00,1,0
U246,T9146,24.0289,66.7948,23.7089,66.7466,9.49,12.714108140228898,High,Rain,Car,2025-01-14 18:11:00,1,0
U247,T9147,24.2444,66.6791,24.3032,66.6429,25.65,55.75780893248115,Low,Clear,Car,2025-01-18 02:17:00,5,1
U248,T9148,24.4245,67.9701,24.1605,67.7907,19.82,57.752747138163095,Low,Clear,Bike,2025-01-01 06:41:00,2,0
U249,T9149,25.1639,67.3415,25.588,67.6901,21.87,16.511066978664843,High,Clear,Bike,2025-01-17 10:48:00,4,0
U250,T9150,25.1853,66.6297,24.7868,67.014,28.14,21.79823792780038,High,Rain,Bus,2025-01-11 08:28:00,5,1
U251,T9151,24.1587,67.3055,24.4351,67.5315,16.19,23.96002480566374,Medium,Clear,Bike,2025-01-25 19:16:00,5,1
U252,T9152,24.5916,66.5302,24.8112,66.9779,4.7,35.82349713922745,Low,Clear,Car,2025-01-22 04:13:00,2,0
U253,T9153,25.223,67.0916,25.2242,67.3134,1.24,44.04680175810309,Medium,Clear,Bike,2025-01-30 01:15:00,3,0
U254,T9154,24.1116,67.7657,24.6028,67.4145,3.1,33.31785251371049,High,Clear,Bus,2025-01-16 05:00:00,3,0
U255,T9155,25.3091,67.3223,25.6803,67.4981,22.54,28.514077617918407,High,Clear,Car,2025-01-14 19:55:00,1,0
U256,T9156,24.2015,67.4012,24.2758,67.6134,25.69,35.48160196388835,Medium,Fog,Car,2025-01-02 02:36:00,3,0
U257,T9157,24.0265,67.2217,23.7672,67.257,3.02,40.72041246311423,Low,Clear,Bike,2025-01-22 20:58:00,2,0
U258,T9158,24.9211,67.9313,25.1375,67.8685,11.0,43.96578900729312,Medium,Clear,Car,2025-01-20 10:42:00,0,0
U259,T9159,25.4784,67.5082,25.978,67.9983,12.44,22.466069094634122,High,Rain,Bus,2025-01-17 15:18:00,4,0
U260,T9160,24.2881,67.289,23.9669,67.0169,10.82,42.84179721639736,Medium,Clear,Bike,2025-01-05 09:14:00,6,1
U261,T9161,25.2074,66.9185,25.3454,67.1565,22.73,62.51425392051553,Low,Clear,Bus,2025-01-21 16:38:00,1,0
U262,T9162,24.4934,67.5704,24.7904,67.1716,4.18,36.72900220350191,High,Clear,Bike,2025-01-14 15:34:00,1,0
U263,T9163,25.0614,67.8552,25.3241,67.8,7.47,63.76392840363535,Low,Clear,Car,2025-01-13 12:52:00,0,0
U264,T9164,24.2302,67.1231,24.3719,67.3692,25.34,23.603926746088828,High,Clear,Bus,2025-01-24 01:05:00,4,0
U265,T9165,25.492,66.6809,25.2581,67.1069,16.9,14.840200566740647,High,Rain,Bike,2025-01-09 12:24:00,3,0
U266,T9166,24.3983,67.0271,24.8597,67.4381,14.01,15.678089940825217,High,Rain,Bus,2025-01-14 08:21:00,1,0
U267,T9167,24.0632,66.5128,23.651,66.0172,17.92,26.78269868529818,Medium,Fog,Bike,2025-01-16 00:54:00,3,0
U268,T9168,24.8526,66.6513,24.8253,66.9471,17.83,32.58909541030286,Medium,Clear,Bike,2025-01-19 03:26:00,6,1
U269,T9169,24.1776,67.0673,24.2743,67.398,6.56,27.832247192438476,High,Clear,Bike,2025-01-21 10:37:00,1,0
U270,T9170,24.5576,67.0435,24.1894,66.6157,19.3,44.80000569053393,Medium,Clear,Car,2025-01-22 19:07:00,2,0
U271,T9171,24.0896,67.8726,24.009,68.2537,9.29,42.150505816433146,Low,Clear,Bus,2025-01-08 14:22:00,2,0
U272,T9172,24.0253,66.9516,24.4939,66.9694,3.91,37.077505202008496,Medium,Clear,Bus,2025-01-20 07:33:00,0,0
U273,T9173,25.2797,67.7897,25.1046,67.4558,8.72,33.30293859866339,Medium,Clear,Car,2025-01-28 10:52:00,1,0
U274,T9174,24.7618,67.7233,24.3827,67.2459,12.85,36.29464345055398,Low,Clear,Car,2025-01-07 04:02:00,1,0
U275,T9175,24.2558,67.3729,24.1511,66.9752,6.16,17.082918289769975,High,Rain,Bus,2025-01-01 19:50:00,2,0
U276,T9176,25.1123,67.1511,25.306,66.7397,6.69,29.218341403686658,Medium,Clear,Bus,2025-01-21 01:06:00,1,0
U277,T9177,24.8222,66.8655,25.0733,67.2456,2.82,19.072758433607845,High,Clear,Car,2025-01-08 05:02:00,2,0
U278,T9178,25.3342,67.8047,25.566,67.8116,17.46,23.449567318677406,Medium,Fog,Car,2025-01-02 11:45:00,3,0
U279,T9179,25.4367,67.5476,25.0756,67.1438,4.46,34.919767406457545,Low,Clear,Car,2025-01-17 04:34:00,4,0
U280,T9180,24.3935,67.5313,24.6528,67.7323,2.09,18.19590587197814,Low,Fog,Bike,2025-01-03 23:54:00,4,0
U281,T9181,24.057,67.8829,23.909,68.0643,13.71,51.53906258300514,Low,Clear,Car,2025-01-21 23:56:00,1,0
U282,T9182,24.5617,67.223,24.0869,67.2562,4.23,35.7501134053159,High,Clear,Car,2025-01-06 11:36:00,0,0
U283,T9183,24.2628,67.2272,24.0765,67.3133,19.36,24.235598173091404,Medium,Rain,Car,2025-01-09 23:46:00,3,0
U284,T9184,24.1792,67.5277,24.1016,67.244,8.26,36.924523645868064,Low,Rain,Bike,2025-01-17 20:46:00,4,0
U285,T9185,25.2605,67.9807,24.8829,68.1091,9.5,55.11421750490655,Low,Clear,Bus,2025-01-10 14:11:00,4,0
U286,T9186,25.4266,66.7817,25.2467,67.1843,18.49,28.624830693156063,Low,Clear,Bike,2025-01-11 12:54:00,5,1
U287,T9187,24.7538,67.4315,25.2358,67.0119,16.11,42.230138050927266,Medium,Clear,Car,2025-01-05 14:40:00,6,1
U288,T9188,24.9039,67.2327,25.129,67.5969,10.66,31.644147054777516,Low,Clear,Car,2025-01-09 03:37:00,3,0
U289,T9189,25.1234,66.6923,25.4561,66.2953,9.05,15.78249297509569,High,Fog,Car,2025-01-11 21:12:00,5,1
U290,T9190,25.3347,67.0824,25.0413,66.5923,25.11,21.444224769146096,Low,Rain,Bike,2025-01-01 06:52:00,2,0
U291,T9191,24.1213,66.7309,24.2682,66.9998,22.38,41.29463118169238,Low,Rain,Bike,2025-01-10 07:15:00,4,0
U292,T9192,25.2318,67.0527,24.8044,67.496,15.84,20.765334742908816,High,Clear,Bus,2025-01-21 18:25:00,1,0
U293,T9193,24.7671,67.3147,25.0008,67.5987,13.26,27.882024168292403,Medium,Fog,Car,2025-01-02 19:18:00,3,0
U294,T9194,24.8183,66.5934,24.4927,66.7107,12.89,44.51789583562783,Low,Rain,Bike,2025-01-10 11:41:00,4,0
U295,T9195,25.0592,67.9635,24.7367,67.987,13.29,65.8089874535164,Low,Clear,Car,2025-01-12 20:55:00,6,1
U296,T9196,24.5978,67.5286,24.2566,67.5322,17.94,44.131265499368894,Medium,Clear,Car,2025-01-04 07:19:00,5,1
U297,T9197,25.2055,67.4477,25.5553,67.8229,5.37,33.291727770663385,High,Clear,Bus,2025-01-02 01:34:00,3,0
U298,T9198,24.3586,67.845,24.0374,67.3627,6.92,22.017085867255933,High,Rain,Bike,2025-01-10 18:09:00,4,0
U299,T9199,24.9877,67.2463,24.9506,67.1373,19.08,30.386137944894806,Medium,Fog,Bus,2025-01-30 13:11:00,3,0
U300,T9200,24.3951,67.1558,24.1716,67.2509,1.38,29.910335568820734,Low,Clear,Bus,2025-01-17 23:12:00,4,0
U301,T9201,24.8307,67.8191,25.3201,67.895,11.17,12.58862641282219,High,Fog,Car,2025-01-10 19:22:00,4,0
U302,T9202,24.597,66.5722,25.0579,66.2348,23.38,26.359380885049493,Low,Fog,Bike,2025-01-18 11:03:00,5,1
U303,T9203,24.0625,67.5017,23.7739,67.9741,10.76,17.57610288472205,High,Clear,Car,2025-01-10 23:58:00,4,0
U304,T9204,25.2695,66.9141,24.8114,66.5596,27.43,41.70335533292276,Medium,Clear,Car,2025-01-26 11:38:00,6,1
U305,T9205,24.8129,66.9495,24.8439,67.4283,10.71,28.019590143917394,Medium,Fog,Bus,2025-01-13 16:10:00,0,0
U306,T9206,24.9784,67.0131,24.7435,67.0995,24.9,16.257155702398254,High,Clear,Bike,2025-01-01 08:40:00,2,0
U307,T9207,24.8331,67.1492,24.448,67.3824,18.14,28.211397222383003,Medium,Clear,Bike,2025-01-17 15:20:00,4,0
U308,T9208,24.4241,66.6739,24.4545,66.587,23.31,31.862081036662758,Medium,Clear,Bike,2025-01-01 23:44:00,2,0
