start_lat,start_lon,end_lat,end_lon,distance_km,direct_distance_km,hour,day_of_week,is_weekend,is_peak_hour,traffic_High,traffic_Low,traffic_Medium,weather_Clear,weather_Fog,weather_Rain,vehicle_type_Bike,vehicle_type_Bus,vehicle_type_Car,speed_kmh
24.0806,66.8842,24.0614,66.4039,8.69,48.80938633984871,19,0,0,1,0,0,1,0,0,1,0,0,1,30.644905842870813
25.1819,66.9311,25.0383,66.8021,28.95,20.583146816986076,19,6,1,1,1,0,0,1,0,0,0,0,1,17.3502500715082
24.5742,67.6479,24.2707,67.3732,17.57,43.73116596303172,11,2,0,0,0,1,0,1,0,0,0,0,1,47.7864421475675
24.5651,67.8063,24.896,67.3237,12.34,61.06964069882152,10,4,0,0,1,0,0,0,0,1,0,1,0,26.23411082922201
24.9364,66.7974,24.8474,67.1424,9.12,36.178370547494374,22,4,0,0,0,0,1,1,0,0,0,1,0,35.70490913773005
25.04,66.7359,25.1225,67.1926,27.71,46.900184429433146,6,4,0,0,0,1,0,1,0,0,0,0,1,62.749283026215544
24.4825,67.7183,24.0078,67.9182,6.0,56.54144140186135,22,2,0,0,0,1,0,0,1,0,1,0,0,37.55921578085099
24.9176,66.7485,25.2556,66.4353,10.54,49.065050458388,3,2,0,0,1,0,0,1,0,0,1,0,0,29.251351381448913
25.1234,67.0178,25.1501,66.7074,23.89,31.386946957060644,16,4,0,0,1,0,0,1,0,0,0,1,0,26.87042906308796
25.4905,66.9398,25.1139,66.7147,19.81,47.59892372797973,13,3,0,0,0,1,0,1,0,0,0,0,1,51.30804488777609
24.2044,66.6256,24.0389,66.5118,26.71,21.726519119697766,23,4,0,0,0,1,0,1,0,0,0,1,0,57.32832486382731
25.3005,67.2094,25.7891,67.391,24.26,57.303261882093096,1,3,0,0,0,1,0,1,0,0,0,0,1,44.61053574434939
25.0618,67.8684,24.6336,68.0902,13.69,52.611011646553344,0,3,0,0,1,0,0,1,0,0,0,0,1,20.761401506938707
24.4225,67.512,24.81,67.4016,12.78,44.50987867899586,6,3,0,0,1,0,0,1,0,0,1,0,0,20.444130053421276
24.7471,66.8309,25.1749,66.9552,2.78,49.19187777239272,22,6,1,0,0,1,0,0,1,0,0,0,1,46.599552338188005
24.1398,67.4625,23.9014,67.5702,27.21,28.677040514627137,0,6,1,0,0,1,0,1,0,0,0,1,0,38.66980606882509
24.7764,67.4721,25.0221,67.908,5.95,51.7618761623268,5,3,0,0,1,0,0,1,0,0,0,1,0,34.6915754470716
25.3346,67.3579,25.7822,67.5363,12.08,52.89047603997835,20,4,0,0,0,1,0,1,0,0,1,0,0,57.90087823601002
24.9365,67.5513,24.9111,67.1001,5.1,45.586219319969295,1,4,0,0,0,1,0,1,0,0,0,1,0,35.47216204153644
24.1708,66.9432,24.53,66.666,1.27,48.82470465287656,15,3,0,0,1,0,0,1,0,0,0,1,0,35.23912134386248
24.695,67.5494,24.4722,67.9143,1.29,44.442726258820514,22,6,1,0,0,1,0,1,0,0,1,0,0,56.72431210248584
25.4605,66.932,25.2833,66.7645,19.64,25.912182116261274,7,4,0,1,0,1,0,1,0,0,0,0,1,63.29682597363275
24.4302,67.8,24.5906,67.5559,25.64,30.46373949634117,2,2,0,0,0,1,0,1,0,0,1,0,0,33.41877363594746
24.9944,67.804,25.2947,67.9523,3.35,36.57658182260007,15,0,0,0,0,0,1,0,0,1,0,0,1,25.16592447908753
24.8677,66.8177,25.2079,66.6687,5.6,40.698024769676735,13,1,0,0,1,0,0,0,1,0,0,1,0,16.684091376118765
24.2293,66.7927,23.8096,66.6961,22.83,47.68868655724483,19,5,1,1,1,0,0,1,0,0,1,0,0,27.43791447823148
24.8093,66.5695,24.3594,66.0813,13.43,70.28143308777115,9,6,1,1,1,0,0,1,0,0,0,0,1,27.886957509934593
24.8966,67.4727,25.3934,67.6278,3.97,57.40531703799605,8,0,0,1,0,0,1,1,0,0,1,0,0,46.60001085922503
24.6537,66.631,25.0485,66.7989,19.25,47.05507497890952,17,5,1,1,1,0,0,1,0,0,1,0,0,16.38053062776285
25.2018,67.0782,25.1604,66.5954,13.41,48.800681709757484,14,6,1,0,0,1,0,1,0,0,1,0,0,61.14424795271488
24.7323,67.233,24.7403,67.3072,13.24,7.5462240869160935,1,4,0,0,1,0,0,0,0,1,0,1,0,23.675715804621543
24.3699,67.9624,24.7142,68.3993,2.31,58.46901592952973,13,5,1,0,0,0,1,1,0,0,0,1,0,43.827963084398014
25.1399,67.729,24.8936,67.5045,21.33,35.52164327755028,21,0,0,0,0,0,1,1,0,0,1,0,0,47.51836079186359
24.9467,66.9681,24.7081,66.691,15.35,38.54741299708155,3,3,0,0,1,0,0,1,0,0,1,0,0,27.18633764576601
25.2553,66.7253,25.5728,66.3387,2.2,52.47863671692173,21,2,0,0,0,1,0,0,0,1,1,0,0,32.426071155375624
24.7627,66.5358,24.7944,66.1542,15.99,38.68636463914045,6,1,0,0,0,1,0,0,0,1,0,1,0,41.6656932891816
24.4092,67.6926,24.1572,68.0333,26.94,44.470860608193554,7,0,0,1,0,1,0,0,1,0,1,0,0,28.982902471260033
25.1678,67.45,25.2623,67.9216,17.76,48.592550624547656,22,0,0,0,0,1,0,0,1,0,0,0,1,27.245020090545488
25.2007,67.481,25.0454,67.8055,23.16,36.952432191948006,21,0,0,0,0,0,1,0,1,0,0,0,1,29.27658207232822
24.5492,67.7655,24.9923,68.2563,28.69,69.87897999707293,22,1,0,0,0,1,0,1,0,0,0,0,1,52.066027510715315
25.2857,67.5351,24.881,67.8039,19.85,52.515278283747485,4,5,1,0,0,1,0,1,0,0,0,1,0,44.22631298313715
25.1593,67.2337,25.563,67.2989,9.73,45.364914915355584,19,1,0,1,0,0,1,1,0,0,0,0,1,49.533330780433666
25.2054,67.6247,25.5457,67.6526,2.25,37.94330962568249,8,5,1,1,1,0,0,1,0,0,0,0,1,20.767945838898285
25.2029,66.8662,24.7996,66.6246,18.19,51.0280279969665,5,2,0,0,0,0,1,0,0,1,0,0,1,35.863393964214
25.1789,66.6751,24.9181,66.5463,8.35,31.769910013435247,20,4,0,0,0,0,1,1,0,0,0,0,1,28.67715155982873
24.6403,67.1378,24.3996,67.0307,27.07,28.874581988847098,15,5,1,0,0,1,0,1,0,0,1,0,0,36.212254405366146
25.4191,66.6055,25.2249,66.5882,19.42,21.663950928754684,0,0,0,0,1,0,0,0,0,1,1,0,0,26.743905901485657
24.0963,67.091,23.6862,66.8749,10.78,50.61763997592716,9,4,0,1,1,0,0,0,1,0,0,0,1,20.570159977924728
25.2519,66.6514,25.0114,66.9465,5.58,39.97093963688393,20,2,0,0,0,0,1,1,0,0,1,0,0,43.49453197226255
24.9252,66.663,24.4765,66.5533,3.36,51.10907048684721,20,0,0,0,0,1,0,1,0,0,0,1,0,31.82141659497136
25.0521,67.3893,24.687,67.5645,25.35,44.27792797774722,0,1,0,0,0,1,0,1,0,0,0,0,1,43.11866439274009
24.2257,67.7101,23.9456,67.2338,1.95,57.51409221026903,3,1,0,0,0,0,1,1,0,0,1,0,0,25.572054832200404
24.9296,67.0752,25.1753,67.0269,17.86,27.75044654146694,13,1,0,0,0,1,0,0,1,0,0,1,0,41.976527802448295
24.0099,67.7943,23.9385,67.6503,3.68,16.646009471772448,19,2,0,1,0,0,1,1,0,0,0,0,1,35.79539971235768
25.479,66.5201,25.4611,66.0296,8.38,49.28045501569482,7,1,0,1,0,1,0,1,0,0,0,1,0,47.11472827342758
24.5387,67.0362,24.983,66.7427,10.75,57.61067595812352,9,6,1,1,1,0,0,1,0,0,0,1,0,30.417163990181876
25.2198,67.0354,25.3223,67.1196,20.28,14.198089827172439,17,3,0,1,1,0,0,1,0,0,1,0,0,18.49728641940406
24.3513,67.1496,23.8561,66.9826,2.66,57.61361278452917,5,1,0,0,0,0,1,0,1,0,1,0,0,16.218179564001506
24.0309,66.5401,23.7226,66.1583,18.69,51.790646488638934,7,6,1,1,0,1,0,1,0,0,0,1,0,54.68580960846829
24.8499,66.8351,24.7757,67.3179,25.33,49.4224459584811,3,2,0,0,0,0,1,0,0,1,0,0,1,34.0296313555006
24.7361,66.6391,24.9651,67.1301,25.98,55.70225353379995,10,6,1,0,1,0,0,1,0,0,0,1,0,32.71990251698212
25.0573,67.5599,24.5911,67.1521,5.38,66.18942330209009,12,3,0,0,0,0,1,0,0,1,0,1,0,33.93181672765253
25.2998,66.7186,25.4158,66.6694,14.26,13.813550810749105,18,1,0,1,1,0,0,0,1,0,0,1,0,18.356727094040004
24.9397,67.1613,25.1229,67.6538,3.33,53.63866107820062,16,6,1,0,0,1,0,1,0,0,0,1,0,58.13913207797823
24.7366,67.2764,24.8227,67.0107,3.16,28.48153433977971,10,1,0,0,1,0,0,0,1,0,0,1,0,10.962839998849338
24.9121,66.8911,25.2607,66.4128,19.18,61.82749836225107,3,1,0,0,0,1,0,1,0,0,1,0,0,49.21697075377499
25.1959,66.6356,25.1713,67.0065,3.46,37.42217573160414,22,4,0,0,0,1,0,0,0,1,0,1,0,51.75550924544502
24.9194,67.7045,25.3396,67.9153,16.71,51.31747161614153,9,1,0,1,0,0,1,0,1,0,0,1,0,23.805440400748388
25.1327,66.79,25.0216,66.624,3.36,20.787524147617617,15,3,0,0,0,1,0,1,0,0,1,0,0,44.081128151561856
25.0994,67.9372,25.3786,68.3286,16.48,50.13565546815009,13,4,0,0,0,1,0,1,0,0,0,1,0,63.029498099570205
24.5651,67.1247,24.4004,66.9757,28.65,23.72238781007848,9,3,0,1,0,0,1,1,0,0,0,0,1,25.912246226281884
25.1849,67.6006,25.6773,67.5772,14.66,54.80278277463678,13,6,1,0,1,0,0,1,0,0,0,1,0,19.33496348237347
24.4776,66.9368,24.0612,67.2908,25.53,58.57902654984643,20,4,0,0,0,1,0,1,0,0,0,0,1,45.27414242147629
25.1696,66.855,24.8811,66.597,23.75,41.28982674413763,21,3,0,0,0,1,0,1,0,0,0,1,0,66.92652708247647
24.7887,67.9651,24.9638,67.6028,25.13,41.41078827885185,12,2,0,0,0,1,0,1,0,0,0,1,0,42.892450903043915
25.1143,67.6644,25.003,67.9115,8.26,27.797114755559072,19,2,0,1,0,0,1,1,0,0,0,1,0,48.91129638780101
24.8037,67.7206,24.5357,67.902,3.78,34.98618572889697,21,0,0,0,0,0,1,1,0,0,0,0,1,41.105602811819715
24.9071,67.2405,24.5557,67.0094,2.2,45.51406971103536,10,5,1,0,1,0,0,1,0,0,0,1,0,20.073602336756984
25.0996,67.2384,25.2367,67.5777,4.15,37.395132146508345,13,3,0,0,0,0,1,0,0,1,1,0,0,39.019517992868586
24.7808,67.5859,24.5221,67.707,24.91,31.261313925758362,21,6,1,0,0,0,1,1,0,0,0,0,1,43.23693043369078
25.2403,67.8951,24.9609,67.8847,8.83,31.085506996488437,13,0,0,0,0,1,0,0,1,0,0,0,1,32.55800310624357
24.2157,67.8895,23.9748,68.1105,9.69,34.93950559959314,10,1,0,0,1,0,0,1,0,0,1,0,0,21.03946010223075
24.1632,67.5867,23.9704,67.697,11.39,24.187048467315606,20,1,0,0,1,0,0,1,0,0,1,0,0,28.70627163529085
25.4262,67.9608,25.7343,68.1882,3.3,41.15651197190942,21,2,0,0,0,0,1,1,0,0,0,1,0,37.297939251985696
25.296,67.5987,24.9875,67.872,27.19,43.97227373626616,11,3,0,0,0,1,0,1,0,0,0,0,1,70.22642564675368
24.6563,66.8764,24.3292,66.8653,22.72,36.389198979421145,9,1,0,1,0,0,1,1,0,0,0,0,1,36.93882139707573
24.7964,67.6239,25.1036,67.4325,14.34,39.232604487786546,13,5,1,0,1,0,0,0,0,1,0,1,0,13.038473651250325
24.6735,67.5865,24.627,67.5513,11.78,6.276117677945851,16,0,0,0,0,1,0,1,0,0,0,0,1,60.17789535529636
24.582,67.5832,24.2841,67.4026,9.99,37.83575485532924,20,2,0,0,0,1,0,1,0,0,1,0,0,38.223830247507784
24.7654,67.8031,24.9848,68.1629,29.09,43.73315793365599,9,4,0,1,0,0,1,1,0,0,0,0,1,45.36110766186667
24.4676,67.5135,24.2107,67.7992,17.52,40.66716474005398,4,3,0,0,1,0,0,1,0,0,0,0,1,25.10350252445286
24.7847,67.524,25.1649,67.5745,10.12,42.58165337177299,20,1,0,0,0,1,0,0,1,0,1,0,0,40.328365947055225
25.2653,67.3864,24.9995,67.1242,26.11,39.626195117759984,22,3,0,0,0,1,0,1,0,0,0,0,1,43.66893774315584
24.795,67.4605,25.1436,67.5265,26.67,39.32933593494843,2,1,0,0,0,1,0,0,0,1,1,0,0,34.28997083964028
24.0289,66.7948,23.7089,66.7466,9.49,35.91834172240947,18,1,0,1,1,0,0,0,0,1,0,0,1,12.714108140228898
24.2444,66.6791,24.3032,66.6429,25.65,7.497551517590197,2,5,1,0,0,1,0,1,0,0,0,0,1,55.75780893248115
24.4245,67.9701,24.1605,67.7907,19.82,34.53013554928475,6,2,0,0,0,1,0,1,0,0,1,0,0,57.752747138163095
25.1639,67.3415,25.588,67.6901,21.87,58.74031429322463,10,4,0,0,1,0,0,1,0,0,1,0,0,16.511066978664843
25.1853,66.6297,24.7868,67.014,28.14,58.853287559124745,8,5,1,1,1,0,0,0,0,1,0,1,0,21.79823792780038
24.1587,67.3055,24.4351,67.5315,16.19,38.33008206974353,19,5,1,1,0,0,1,1,0,0,1,0,0,23.96002480566374
24.5916,66.5302,24.8112,66.9779,4.7,51.39764235437941,4,2,0,0,0,1,0,1,0,0,0,0,1,35.82349713922745
25.223,67.0916,25.2242,67.3134,1.24,22.311850252117253,1,3,0,0,0,0,1,1,0,0,1,0,0,44.04680175810309
24.1116,67.7657,24.6028,67.4145,3.1,65.18320440933758,5,3,0,0,1,0,0,1,0,0,0,1,0,33.31785251371049
25.3091,67.3223,25.6803,67.4981,22.54,44.88876036597471,19,1,0,1,1,0,0,1,0,0,0,0,1,28.514077617918407
24.2015,67.4012,24.2758,67.6134,25.69,23.0471651020096,2,3,0,0,0,0,1,0,1,0,0,0,1,35.48160196388835
24.0265,67.2217,23.7672,67.257,3.02,29.055320520375584,20,2,0,0,0,1,0,1,0,0,1,0,0,40.72041246311423
24.9211,67.9313,25.1375,67.8685,11.0,24.880558383343587,10,0,0,0,0,0,1,1,0,0,0,0,1,43.96578900729312
25.4784,67.5082,25.978,67.9983,12.44,74.1372304916035,15,4,0,0,1,0,0,0,0,1,0,1,0,22.46606909463412
24.2881,67.289,23.9669,67.0169,10.82,45.14519041616195,9,6,1,1,0,0,1,1,0,0,1,0,0,42.84179721639736
25.2074,66.9185,25.3454,67.1565,22.73,28.427828644466057,16,1,0,0,0,1,0,1,0,0,0,1,0,62.51425392051553
24.4934,67.5704,24.7904,67.1716,4.18,52.10778945971678,15,1,0,0,1,0,0,1,0,0,1,0,0,36.72900220350191
25.0614,67.8552,25.3241,67.8,7.47,29.734244425349438,12,0,0,0,0,1,0,1,0,0,0,0,1,63.76392840363535
24.2302,67.1231,24.3719,67.3692,25.34,29.500593269596838,1,4,0,0,1,0,0,1,0,0,0,1,0,23.603926746088828
25.492,66.6809,25.2581,67.1069,16.9,50.08180902676902,12,3,0,0,1,0,0,0,0,1,1,0,0,14.840200566740648
24.3983,67.0271,24.8597,67.4381,14.01,66.01576462696227,8,1,0,1,1,0,0,0,0,1,0,1,0,15.678089940825217
24.0632,66.5128,23.651,66.0172,17.92,68.12419061430992,0,3,0,0,0,0,1,0,1,0,1,0,0,26.78269868529818
24.8526,66.6513,24.8253,66.9471,17.83,30.002698446012335,3,6,1,0,0,0,1,1,0,0,1,0,0,32.58909541030286
24.1776,67.0673,24.2743,67.398,6.56,35.21550789418611,10,1,0,0,1,0,0,1,0,0,1,0,0,27.832247192438476
24.5576,67.0435,24.1894,66.6157,19.3,59.6127889339481,19,2,0,1,0,0,1,1,0,0,0,0,1,44.80000569053393
24.0896,67.8726,24.009,68.2537,9.29,39.72215979863797,14,2,0,0,0,1,0,1,0,0,0,1,0,42.150505816433146
24.0253,66.9516,24.4939,66.9694,3.91,52.13717867434782,7,0,0,1,0,0,1,1,0,0,0,1,0,37.077505202008496
25.2797,67.7897,25.1046,67.4558,8.72,38.83062593205548,10,1,0,0,0,0,1,1,0,0,0,0,1,33.30293859866339
24.7618,67.7233,24.3827,67.2459,12.85,64.09065685281847,4,1,0,0,0,1,0,1,0,0,0,0,1,36.29464345055398
24.2558,67.3729,24.1511,66.9752,6.16,41.981424205047524,19,2,0,1,1,0,0,0,0,1,0,1,0,17.082918289769975
25.1123,67.1511,25.306,66.7397,6.69,46.65756955315941,1,1,0,0,0,0,1,1,0,0,0,1,0,29.218341403686654
24.8222,66.8655,25.0733,67.2456,2.82,47.41435245628975,5,2,0,0,1,0,0,1,0,0,0,0,1,19.072758433607845
25.3342,67.8047,25.566,67.8116,17.46,25.78429287177883,11,3,0,0,0,0,1,0,1,0,0,0,1,23.449567318677406
25.4367,67.5476,25.0756,67.1438,4.46,57.10742112174022,4,4,0,0,0,1,0,1,0,0,0,0,1,34.919767406457545
24.3935,67.5313,24.6528,67.7323,2.09,35.281799389171525,23,4,0,0,0,1,0,0,1,0,1,0,0,18.19590587197814
24.057,67.8829,23.909,68.0643,13.71,24.707652326242087,23,1,0,0,0,1,0,1,0,0,0,0,1,51.53906258300514
24.5617,67.223,24.0869,67.2562,4.23,52.902412110611145,11,0,0,0,1,0,0,1,0,0,0,0,1,35.7501134053159
24.2628,67.2272,24.0765,67.3133,19.36,22.481770026807833,23,3,0,0,0,0,1,0,0,1,0,0,1,24.235598173091404
24.1792,67.5277,24.1016,67.244,8.26,30.05255451893541,20,4,0,0,0,1,0,0,0,1,1,0,0,36.924523645868064
25.2605,67.9807,24.8829,68.1091,9.5,43.933650952069534,14,4,0,0,0,1,0,1,0,0,0,1,0,55.11421750490655
25.4266,66.7817,25.2467,67.1843,18.49,45.13578006730506,12,5,1,0,0,1,0,1,0,0,1,0,0,28.624830693156063
24.7538,67.4315,25.2358,67.0119,16.11,68.26976635947531,14,6,1,0,0,0,1,1,0,0,0,0,1,42.230138050927266
24.9039,67.2327,25.129,67.5969,10.66,44.42116303025555,3,3,0,0,0,1,0,1,0,0,0,0,1,31.644147054777516
25.1234,66.6923,25.4561,66.2953,9.05,54.42131184289678,21,5,1,0,1,0,0,0,1,0,0,0,1,15.78249297509569
25.3347,67.0824,25.0413,66.5923,25.11,59.129607796714204,6,2,0,0,0,1,0,0,0,1,1,0,0,21.444224769146096
24.1213,66.7309,24.2682,66.9998,22.38,31.79113779723683,7,4,0,1,0,1,0,0,0,1,1,0,0,41.29463118169238
25.2318,67.0527,24.8044,67.496,15.84,65.22110184388114,18,1,0,1,1,0,0,1,0,0,0,1,0,20.765334742908816
24.7671,67.3147,25.0008,67.5987,13.26,38.67774271218135,19,3,0,1,0,0,1,0,1,0,0,0,1,27.882024168292403
24.8183,66.5934,24.4927,66.7107,12.89,38.096257930902716,11,4,0,0,0,1,0,0,0,1,1,0,0,44.51789583562783
25.0592,67.9635,24.7367,67.987,13.29,35.93860886165226,20,6,1,0,0,1,0,1,0,0,0,0,1,65.8089874535164
24.5978,67.5286,24.2566,67.5322,17.94,37.941459570551686,7,5,1,1,0,0,1,1,0,0,0,0,1,44.131265499368894
25.2055,67.4477,25.5553,67.8229,5.37,54.163592113196906,1,3,0,0,1,0,0,1,0,0,0,1,0,33.291727770663385
24.3586,67.845,24.0374,67.3627,6.92,60.568089986470994,18,4,0,1,1,0,0,0,0,1,1,0,0,22.017085867255933
24.9877,67.2463,24.9506,67.1373,19.08,11.736352960204767,13,3,0,0,0,0,1,0,1,0,0,1,0,30.38613794489481
24.3951,67.1558,24.1716,67.2509,1.38,26.65587682634273,23,4,0,0,0,1,0,1,0,0,0,1,0,29.910335568820734
24.8307,67.8191,25.3201,67.895,11.17,54.95306735003212,19,4,0,1,1,0,0,0,1,0,0,0,1,12.58862641282219
24.597,66.5722,25.0579,66.2348,23.38,61.52972487695107,11,5,1,0,0,1,0,0,1,0,1,0,0,26.359380885049493
24.0625,67.5017,23.7739,67.9741,10.76,57.75382335978143,23,4,0,0,1,0,0,1,0,0,0,0,1,17.57610288472205
25.2695,66.9141,24.8114,66.5596,27.43,62.21069474317487,11,6,1,0,0,0,1,1,0,0,0,0,1,41.70335533292276
24.8129,66.9495,24.8439,67.4283,10.71,48.44188934988366,16,0,0,0,0,0,1,0,1,0,0,1,0,28.01959014391739
24.9784,67.0131,24.7435,67.0995,24.9,27.535850873989915,8,2,0,1,1,0,0,1,0,0,1,0,0,16.257155702398254
24.8331,67.1492,24.448,67.3824,18.14,48.87911036935466,15,4,0,0,0,0,1,1,0,0,1,0,0,28.211397222383003
24.4241,66.6739,24.4545,66.587,23.31,9.424154023443995,23,2,0,0,0,0,1,1,0,0,1,0,0,31.86208103666276
